dm2    sintheta    -2ln(L)
0.318349 0.000708129 213.982
0.334247 0.000708129 213.826
0.350939 0.000708129 213.658
0.368464 0.000708129 213.478
0.386865 0.000708129 213.287
0.406185 0.000708129 213.084
0.426469 0.000708129 212.869
0.447766 0.000708129 212.643
0.470127 0.000708129 212.406
0.493605 0.000708129 212.159
0.518255 0.000708129 211.903
0.544136 0.000708129 211.64
0.57131 0.000708129 211.371
0.59984 0.000708129 211.099
0.629796 0.000708129 210.826
0.661247 0.000708129 210.556
0.694269 0.000708129 210.291
0.72894 0.000708129 210.036
0.765342 0.000708129 209.794
0.803563 0.000708129 209.569
0.843692 0.000708129 209.364
0.885825 0.000708129 209.183
0.930062 0.000708129 209.028
0.976508 0.000708129 208.9
1.02527 0.000708129 208.801
1.07647 0.000708129 208.727
1.13023 0.000708129 208.676
1.18668 0.000708129 208.644
1.24594 0.000708129 208.622
1.30816 0.000708129 208.601
1.37349 0.000708129 208.573
1.44208 0.000708129 208.525
1.51409 0.000708129 208.446
1.5897 0.000708129 208.328
1.66909 0.000708129 208.165
1.75244 0.000708129 207.953
1.83996 0.000708129 207.698
1.93184 0.000708129 207.412
2.02832 0.000708129 207.116
2.12961 0.000708129 206.836
2.23596 0.000708129 206.604
2.34762 0.000708129 206.447
2.46486 0.000708129 206.386
2.58795 0.000708129 206.43
2.71719 0.000708129 206.581
2.85289 0.000708129 206.829
2.99535 0.000708129 207.163
3.14494 0.000708129 207.559
3.30199 0.000708129 207.989
3.46689 0.000708129 208.419
3.64003 0.000708129 208.822
3.8218 0.000708129 209.188
4.01266 0.000708129 209.525
4.21305 0.000708129 209.861
4.42344 0.000708129 210.221
4.64435 0.000708129 210.604
4.87628 0.000708129 210.961
5.11979 0.000708129 211.203
5.37547 0.000708129 211.248
5.64392 0.000708129 211.06
5.92577 0.000708129 210.669
6.22169 0.000708129 210.157
6.5324 0.000708129 209.612
6.85862 0.000708129 209.092
7.20113 0.000708129 208.607
7.56075 0.000708129 208.122
7.93832 0.000708129 207.644
8.33475 0.000708129 207.241
8.75098 0.000708129 207.078
9.188 0.000708129 207.365
9.64683 0.000708129 208.132
10.1286 0.000708129 209.096
10.6344 0.000708129 209.873
11.1655 0.000708129 210.153
11.7231 0.000708129 209.944
12.3085 0.000708129 209.507
12.9232 0.000708129 208.724
13.5685 0.000708129 208.153
14.2461 0.000708129 208.03
14.9576 0.000708129 208.225
15.7045 0.000708129 208.593
16.4888 0.000708129 209.106
17.3122 0.000708129 209.151
18.1768 0.000708129 208.863
19.0845 0.000708129 208.655
20.0376 0.000708129 208.44
21.0382 0.000708129 208.461
22.0889 0.000708129 208.688
23.1919 0.000708129 209.012
24.3501 0.000708129 208.91
25.5661 0.000708129 208.603
26.8429 0.000708129 208.51
28.1834 0.000708129 208.677
29.5908 0.000708129 208.75
31.0686 0.000708129 208.822
32.6201 0.000708129 208.665
34.2491 0.000708129 208.689
35.9595 0.000708129 208.519
37.7553 0.000708129 208.785
39.6407 0.000708129 208.728
41.6203 0.000708129 208.471
43.6988 0.000708129 208.851
45.8811 0.000708129 208.646
48.1723 0.000708129 208.719
50.578 0.000708129 208.724
53.1038 0.000708129 208.615
55.7557 0.000708129 208.727
58.5401 0.000708129 208.668
61.4635 0.000708129 208.688
64.533 0.000708129 208.645
67.7557 0.000708129 208.684
71.1393 0.000708129 208.749
74.6919 0.000708129 208.565
78.422 0.000708129 208.684
82.3383 0.000708129 208.663
86.4502 0.000708129 208.674
90.7674 0.000708129 208.725
95.3002 0.000708129 208.767
100 0.000708129 208.729
0.01 0.000739183 215.745
0.0105056 0.000739183 215.745
0.0110303 0.000739183 215.745
0.0115811 0.000739183 215.745
0.0121594 0.000739183 215.744
0.0127667 0.000739183 215.744
0.0134042 0.000739183 215.744
0.0140736 0.000739183 215.743
0.0147764 0.000739183 215.743
0.0155144 0.000739183 215.743
0.0162891 0.000739183 215.742
0.0171026 0.000739183 215.742
0.0179567 0.000739183 215.741
0.0188534 0.000739183 215.74
0.0197949 0.000739183 215.739
0.0207835 0.000739183 215.739
0.0218214 0.000739183 215.738
0.0229111 0.000739183 215.737
0.0240553 0.000739183 215.736
0.0252566 0.000739183 215.734
0.0265178 0.000739183 215.733
0.0278421 0.000739183 215.732
0.0292325 0.000739183 215.73
0.0306924 0.000739183 215.728
0.0322251 0.000739183 215.726
0.0338344 0.000739183 215.724
0.035524 0.000739183 215.722
0.0372981 0.000739183 215.719
0.0391607 0.000739183 215.716
0.0411163 0.000739183 215.713
0.0431696 0.000739183 215.709
0.0453255 0.000739183 215.705
0.047589 0.000739183 215.701
0.0499655 0.000739183 215.696
0.0524608 0.000739183 215.691
0.0550806 0.000739183 215.685
0.0578312 0.000739183 215.679
0.0607193 0.000739183 215.672
0.0637515 0.000739183 215.664
0.0669352 0.000739183 215.656
0.0702779 0.000739183 215.646
0.0737875 0.000739183 215.636
0.0774723 0.000739183 215.625
0.0813412 0.000739183 215.612
0.0854033 0.000739183 215.599
0.0896683 0.000739183 215.584
0.0941462 0.000739183 215.567
0.0988478 0.000739183 215.549
0.103784 0.000739183 215.529
0.108967 0.000739183 215.507
0.114409 0.000739183 215.482
0.120122 0.000739183 215.456
0.126121 0.000739183 215.426
0.132419 0.000739183 215.394
0.139032 0.000739183 215.359
0.145975 0.000739183 215.32
0.153265 0.000739183 215.278
0.160919 0.000739183 215.231
0.168955 0.000739183 215.18
0.177392 0.000739183 215.125
0.186251 0.000739183 215.064
0.195552 0.000739183 214.997
0.205318 0.000739183 214.924
0.215571 0.000739183 214.845
0.226337 0.000739183 214.758
0.23764 0.000739183 214.664
0.249507 0.000739183 214.562
0.261967 0.000739183 214.45
0.27505 0.000739183 214.33
0.288785 0.000739183 214.2
0.303207 0.000739183 214.059
0.318349 0.000739183 213.907
0.334247 0.000739183 213.745
0.350939 0.000739183 213.57
0.368464 0.000739183 213.383
0.386865 0.000739183 213.185
0.406185 0.000739183 212.974
0.426469 0.000739183 212.751
0.447766 0.000739183 212.516
0.470127 0.000739183 212.27
0.493605 0.000739183 212.015
0.518255 0.000739183 211.75
0.544136 0.000739183 211.478
0.57131 0.000739183 211.2
0.59984 0.000739183 210.92
0.629796 0.000739183 210.64
0.661247 0.000739183 210.362
0.694269 0.000739183 210.091
0.72894 0.000739183 209.831
0.765342 0.000739183 209.585
0.803563 0.000739183 209.357
0.843692 0.000739183 209.151
0.885825 0.000739183 208.971
0.930062 0.000739183 208.818
0.976508 0.000739183 208.695
1.02527 0.000739183 208.601
1.07647 0.000739183 208.535
1.13023 0.000739183 208.494
1.18668 0.000739183 208.471
1.24594 0.000739183 208.46
1.30816 0.000739183 208.45
1.37349 0.000739183 208.431
1.44208 0.000739183 208.391
1.51409 0.000739183 208.318
1.5897 0.000739183 208.202
1.66909 0.000739183 208.037
1.75244 0.000739183 207.819
1.83996 0.000739183 207.553
1.93184 0.000739183 207.252
2.02832 0.000739183 206.937
2.12961 0.000739183 206.637
2.23596 0.000739183 206.384
2.34762 0.000739183 206.209
2.46486 0.000739183 206.133
2.58795 0.000739183 206.168
2.71719 0.000739183 206.313
2.85289 0.000739183 206.561
2.99535 0.000739183 206.898
3.14494 0.000739183 207.301
3.30199 0.000739183 207.74
3.46689 0.000739183 208.179
3.64003 0.000739183 208.592
3.8218 0.000739183 208.966
4.01266 0.000739183 209.314
4.21305 0.000739183 209.662
4.42344 0.000739183 210.037
4.64435 0.000739183 210.437
4.87628 0.000739183 210.811
5.11979 0.000739183 211.064
5.37547 0.000739183 211.111
5.64392 0.000739183 210.915
5.92577 0.000739183 210.507
6.22169 0.000739183 209.975
6.5324 0.000739183 209.414
6.85862 0.000739183 208.884
7.20113 0.000739183 208.392
7.56075 0.000739183 207.899
7.93832 0.000739183 207.407
8.33475 0.000739183 206.984
8.75098 0.000739183 206.806
9.188 0.000739183 207.093
9.64683 0.000739183 207.878
10.1286 0.000739183 208.872
10.6344 0.000739183 209.674
11.1655 0.000739183 209.962
11.7231 0.000739183 209.746
12.3085 0.000739183 209.301
12.9232 0.000739183 208.5
13.5685 0.000739183 207.913
14.2461 0.000739183 207.781
14.9576 0.000739183 207.976
15.7045 0.000739183 208.351
16.4888 0.000739183 208.882
17.3122 0.000739183 208.931
18.1768 0.000739183 208.633
19.0845 0.000739183 208.418
20.0376 0.000739183 208.198
21.0382 0.000739183 208.219
22.0889 0.000739183 208.453
23.1919 0.000739183 208.786
24.3501 0.000739183 208.68
25.5661 0.000739183 208.366
26.8429 0.000739183 208.268
28.1834 0.000739183 208.441
29.5908 0.000739183 208.516
31.0686 0.000739183 208.589
32.6201 0.000739183 208.43
34.2491 0.000739183 208.452
35.9595 0.000739183 208.279
37.7553 0.000739183 208.551
39.6407 0.000739183 208.494
41.6203 0.000739183 208.229
43.6988 0.000739183 208.619
45.8811 0.000739183 208.412
48.1723 0.000739183 208.483
50.578 0.000739183 208.489
53.1038 0.000739183 208.376
55.7557 0.000739183 208.493
58.5401 0.000739183 208.433
61.4635 0.000739183 208.452
64.533 0.000739183 208.406
67.7557 0.000739183 208.447
71.1393 0.000739183 208.514
74.6919 0.000739183 208.325
78.422 0.000739183 208.446
82.3383 0.000739183 208.426
86.4502 0.000739183 208.439
90.7674 0.000739183 208.49
95.3002 0.000739183 208.532
100 0.000739183 208.493
0.01 0.000771599 215.745
0.0105056 0.000771599 215.745
0.0110303 0.000771599 215.745
0.0115811 0.000771599 215.745
0.0121594 0.000771599 215.744
0.0127667 0.000771599 215.744
0.0134042 0.000771599 215.744
0.0140736 0.000771599 215.743
0.0147764 0.000771599 215.743
0.0155144 0.000771599 215.742
0.0162891 0.000771599 215.742
0.0171026 0.000771599 215.741
0.0179567 0.000771599 215.741
0.0188534 0.000771599 215.74
0.0197949 0.000771599 215.739
0.0207835 0.000771599 215.738
0.0218214 0.000771599 215.737
0.0229111 0.000771599 215.736
0.0240553 0.000771599 215.735
0.0252566 0.000771599 215.734
0.0265178 0.000771599 215.732
0.0278421 0.000771599 215.731
0.0292325 0.000771599 215.729
0.0306924 0.000771599 215.727
0.0322251 0.000771599 215.725
0.0338344 0.000771599 215.723
0.035524 0.000771599 215.72
0.0372981 0.000771599 215.718
0.0391607 0.000771599 215.715
0.0411163 0.000771599 215.711
0.0431696 0.000771599 215.708
0.0453255 0.000771599 215.703
0.047589 0.000771599 215.699
0.0499655 0.000771599 215.694
0.0524608 0.000771599 215.689
0.0550806 0.000771599 215.683
0.0578312 0.000771599 215.676
0.0607193 0.000771599 215.669
0.0637515 0.000771599 215.661
0.0669352 0.000771599 215.652
0.0702779 0.000771599 215.642
0.0737875 0.000771599 215.631
0.0774723 0.000771599 215.619
0.0813412 0.000771599 215.606
0.0854033 0.000771599 215.592
0.0896683 0.000771599 215.576
0.0941462 0.000771599 215.559
0.0988478 0.000771599 215.54
0.103784 0.000771599 215.519
0.108967 0.000771599 215.496
0.114409 0.000771599 215.471
0.120122 0.000771599 215.443
0.126121 0.000771599 215.412
0.132419 0.000771599 215.379
0.139032 0.000771599 215.342
0.145975 0.000771599 215.302
0.153265 0.000771599 215.257
0.160919 0.000771599 215.209
0.168955 0.000771599 215.156
0.177392 0.000771599 215.098
0.186251 0.000771599 215.034
0.195552 0.000771599 214.964
0.205318 0.000771599 214.889
0.215571 0.000771599 214.806
0.226337 0.000771599 214.716
0.23764 0.000771599 214.617
0.249507 0.000771599 214.511
0.261967 0.000771599 214.395
0.27505 0.000771599 214.269
0.288785 0.000771599 214.134
0.303207 0.000771599 213.987
0.318349 0.000771599 213.83
0.334247 0.000771599 213.66
0.350939 0.000771599 213.479
0.368464 0.000771599 213.285
0.386865 0.000771599 213.078
0.406185 0.000771599 212.859
0.426469 0.000771599 212.628
0.447766 0.000771599 212.385
0.470127 0.000771599 212.13
0.493605 0.000771599 211.865
0.518255 0.000771599 211.592
0.544136 0.000771599 211.311
0.57131 0.000771599 211.024
0.59984 0.000771599 210.736
0.629796 0.000771599 210.448
0.661247 0.000771599 210.163
0.694269 0.000771599 209.886
0.72894 0.000771599 209.621
0.765342 0.000771599 209.371
0.803563 0.000771599 209.141
0.843692 0.000771599 208.935
0.885825 0.000771599 208.756
0.930062 0.000771599 208.606
0.976508 0.000771599 208.489
1.02527 0.000771599 208.402
1.07647 0.000771599 208.345
1.13023 0.000771599 208.314
1.18668 0.000771599 208.302
1.24594 0.000771599 208.303
1.30816 0.000771599 208.305
1.37349 0.000771599 208.297
1.44208 0.000771599 208.265
1.51409 0.000771599 208.199
1.5897 0.000771599 208.087
1.66909 0.000771599 207.92
1.75244 0.000771599 207.696
1.83996 0.000771599 207.419
1.93184 0.000771599 207.101
2.02832 0.000771599 206.766
2.12961 0.000771599 206.444
2.23596 0.000771599 206.169
2.34762 0.000771599 205.973
2.46486 0.000771599 205.881
2.58795 0.000771599 205.904
2.71719 0.000771599 206.043
2.85289 0.000771599 206.29
2.99535 0.000771599 206.63
3.14494 0.000771599 207.04
3.30199 0.000771599 207.487
3.46689 0.000771599 207.936
3.64003 0.000771599 208.357
3.8218 0.000771599 208.74
4.01266 0.000771599 209.098
4.21305 0.000771599 209.458
4.42344 0.000771599 209.849
4.64435 0.000771599 210.268
4.87628 0.000771599 210.659
5.11979 0.000771599 210.925
5.37547 0.000771599 210.974
5.64392 0.000771599 210.768
5.92577 0.000771599 210.343
6.22169 0.000771599 209.791
6.5324 0.000771599 209.214
6.85862 0.000771599 208.674
7.20113 0.000771599 208.176
7.56075 0.000771599 207.676
7.93832 0.000771599 207.169
8.33475 0.000771599 206.725
8.75098 0.000771599 206.53
9.188 0.000771599 206.816
9.64683 0.000771599 207.619
10.1286 0.000771599 208.644
10.6344 0.000771599 209.471
11.1655 0.000771599 209.767
11.7231 0.000771599 209.545
12.3085 0.000771599 209.092
12.9232 0.000771599 208.273
13.5685 0.000771599 207.669
14.2461 0.000771599 207.529
14.9576 0.000771599 207.722
15.7045 0.000771599 208.105
16.4888 0.000771599 208.655
17.3122 0.000771599 208.706
18.1768 0.000771599 208.399
19.0845 0.000771599 208.177
20.0376 0.000771599 207.951
21.0382 0.000771599 207.972
22.0889 0.000771599 208.213
23.1919 0.000771599 208.557
24.3501 0.000771599 208.445
25.5661 0.000771599 208.125
26.8429 0.000771599 208.022
28.1834 0.000771599 208.202
29.5908 0.000771599 208.278
31.0686 0.000771599 208.351
32.6201 0.000771599 208.191
34.2491 0.000771599 208.21
35.9595 0.000771599 208.034
37.7553 0.000771599 208.312
39.6407 0.000771599 208.255
41.6203 0.000771599 207.983
43.6988 0.000771599 208.382
45.8811 0.000771599 208.173
48.1723 0.000771599 208.243
50.578 0.000771599 208.249
53.1038 0.000771599 208.133
55.7557 0.000771599 208.255
58.5401 0.000771599 208.193
61.4635 0.000771599 208.212
64.533 0.000771599 208.162
67.7557 0.000771599 208.206
71.1393 0.000771599 208.275
74.6919 0.000771599 208.082
78.422 0.000771599 208.203
82.3383 0.000771599 208.184
86.4502 0.000771599 208.198
90.7674 0.000771599 208.251
95.3002 0.000771599 208.294
100 0.000771599 208.253
0.01 0.000805437 215.745
0.0105056 0.000805437 215.745
0.0110303 0.000805437 215.745
0.0115811 0.000805437 215.745
0.0121594 0.000805437 215.744
0.0127667 0.000805437 215.744
0.0134042 0.000805437 215.743
0.0140736 0.000805437 215.743
0.0147764 0.000805437 215.743
0.0155144 0.000805437 215.742
0.0162891 0.000805437 215.742
0.0171026 0.000805437 215.741
0.0179567 0.000805437 215.74
0.0188534 0.000805437 215.74
0.0197949 0.000805437 215.739
0.0207835 0.000805437 215.738
0.0218214 0.000805437 215.737
0.0229111 0.000805437 215.736
0.0240553 0.000805437 215.735
0.0252566 0.000805437 215.733
0.0265178 0.000805437 215.732
0.0278421 0.000805437 215.73
0.0292325 0.000805437 215.728
0.0306924 0.000805437 215.726
0.0322251 0.000805437 215.724
0.0338344 0.000805437 215.722
0.035524 0.000805437 215.719
0.0372981 0.000805437 215.716
0.0391607 0.000805437 215.713
0.0411163 0.000805437 215.71
0.0431696 0.000805437 215.706
0.0453255 0.000805437 215.702
0.047589 0.000805437 215.697
0.0499655 0.000805437 215.692
0.0524608 0.000805437 215.686
0.0550806 0.000805437 215.68
0.0578312 0.000805437 215.673
0.0607193 0.000805437 215.665
0.0637515 0.000805437 215.657
0.0669352 0.000805437 215.648
0.0702779 0.000805437 215.637
0.0737875 0.000805437 215.626
0.0774723 0.000805437 215.614
0.0813412 0.000805437 215.6
0.0854033 0.000805437 215.585
0.0896683 0.000805437 215.569
0.0941462 0.000805437 215.551
0.0988478 0.000805437 215.531
0.103784 0.000805437 215.509
0.108967 0.000805437 215.485
0.114409 0.000805437 215.459
0.120122 0.000805437 215.43
0.126121 0.000805437 215.398
0.132419 0.000805437 215.363
0.139032 0.000805437 215.324
0.145975 0.000805437 215.282
0.153265 0.000805437 215.236
0.160919 0.000805437 215.186
0.168955 0.000805437 215.13
0.177392 0.000805437 215.069
0.186251 0.000805437 215.003
0.195552 0.000805437 214.931
0.205318 0.000805437 214.852
0.215571 0.000805437 214.765
0.226337 0.000805437 214.671
0.23764 0.000805437 214.569
0.249507 0.000805437 214.458
0.261967 0.000805437 214.337
0.27505 0.000805437 214.207
0.288785 0.000805437 214.065
0.303207 0.000805437 213.913
0.318349 0.000805437 213.749
0.334247 0.000805437 213.573
0.350939 0.000805437 213.384
0.368464 0.000805437 213.182
0.386865 0.000805437 212.968
0.406185 0.000805437 212.741
0.426469 0.000805437 212.501
0.447766 0.000805437 212.249
0.470127 0.000805437 211.985
0.493605 0.000805437 211.711
0.518255 0.000805437 211.428
0.544136 0.000805437 211.138
0.57131 0.000805437 210.843
0.59984 0.000805437 210.546
0.629796 0.000805437 210.25
0.661247 0.000805437 209.958
0.694269 0.000805437 209.675
0.72894 0.000805437 209.405
0.765342 0.000805437 209.152
0.803563 0.000805437 208.921
0.843692 0.000805437 208.715
0.885825 0.000805437 208.538
0.930062 0.000805437 208.393
0.976508 0.000805437 208.282
1.02527 0.000805437 208.204
1.07647 0.000805437 208.157
1.13023 0.000805437 208.137
1.18668 0.000805437 208.139
1.24594 0.000805437 208.153
1.30816 0.000805437 208.168
1.37349 0.000805437 208.172
1.44208 0.000805437 208.151
1.51409 0.000805437 208.092
1.5897 0.000805437 207.983
1.66909 0.000805437 207.815
1.75244 0.000805437 207.585
1.83996 0.000805437 207.296
1.93184 0.000805437 206.961
2.02832 0.000805437 206.604
2.12961 0.000805437 206.258
2.23596 0.000805437 205.958
2.34762 0.000805437 205.741
2.46486 0.000805437 205.631
2.58795 0.000805437 205.641
2.71719 0.000805437 205.773
2.85289 0.000805437 206.017
2.99535 0.000805437 206.359
3.14494 0.000805437 206.775
3.30199 0.000805437 207.231
3.46689 0.000805437 207.689
3.64003 0.000805437 208.119
3.8218 0.000805437 208.511
4.01266 0.000805437 208.877
4.21305 0.000805437 209.25
4.42344 0.000805437 209.658
4.64435 0.000805437 210.096
4.87628 0.000805437 210.506
5.11979 0.000805437 210.784
5.37547 0.000805437 210.836
5.64392 0.000805437 210.621
5.92577 0.000805437 210.177
6.22169 0.000805437 209.605
6.5324 0.000805437 209.011
6.85862 0.000805437 208.462
7.20113 0.000805437 207.959
7.56075 0.000805437 207.452
7.93832 0.000805437 206.93
8.33475 0.000805437 206.465
8.75098 0.000805437 206.251
9.188 0.000805437 206.535
9.64683 0.000805437 207.357
10.1286 0.000805437 208.412
10.6344 0.000805437 209.265
11.1655 0.000805437 209.568
11.7231 0.000805437 209.339
12.3085 0.000805437 208.88
12.9232 0.000805437 208.043
13.5685 0.000805437 207.422
14.2461 0.000805437 207.273
14.9576 0.000805437 207.465
15.7045 0.000805437 207.855
16.4888 0.000805437 208.423
17.3122 0.000805437 208.478
18.1768 0.000805437 208.161
19.0845 0.000805437 207.932
20.0376 0.000805437 207.7
21.0382 0.000805437 207.722
22.0889 0.000805437 207.969
23.1919 0.000805437 208.324
24.3501 0.000805437 208.206
25.5661 0.000805437 207.88
26.8429 0.000805437 207.771
28.1834 0.000805437 207.958
29.5908 0.000805437 208.036
31.0686 0.000805437 208.109
32.6201 0.000805437 207.949
34.2491 0.000805437 207.964
35.9595 0.000805437 207.786
37.7553 0.000805437 208.07
39.6407 0.000805437 208.013
41.6203 0.000805437 207.733
43.6988 0.000805437 208.141
45.8811 0.000805437 207.932
48.1723 0.000805437 207.998
50.578 0.000805437 208.005
53.1038 0.000805437 207.886
55.7557 0.000805437 208.013
58.5401 0.000805437 207.95
61.4635 0.000805437 207.967
64.533 0.000805437 207.915
67.7557 0.000805437 207.961
71.1393 0.000805437 208.031
74.6919 0.000805437 207.835
78.422 0.000805437 207.956
82.3383 0.000805437 207.938
86.4502 0.000805437 207.955
90.7674 0.000805437 208.008
95.3002 0.000805437 208.051
100 0.000805437 208.009
0.01 0.000840758 215.745
0.0105056 0.000840758 215.745
0.0110303 0.000840758 215.745
0.0115811 0.000840758 215.744
0.0121594 0.000840758 215.744
0.0127667 0.000840758 215.744
0.0134042 0.000840758 215.743
0.0140736 0.000840758 215.743
0.0147764 0.000840758 215.742
0.0155144 0.000840758 215.742
0.0162891 0.000840758 215.741
0.0171026 0.000840758 215.741
0.0179567 0.000840758 215.74
0.0188534 0.000840758 215.739
0.0197949 0.000840758 215.738
0.0207835 0.000840758 215.737
0.0218214 0.000840758 215.736
0.0229111 0.000840758 215.735
0.0240553 0.000840758 215.734
0.0252566 0.000840758 215.733
0.0265178 0.000840758 215.731
0.0278421 0.000840758 215.729
0.0292325 0.000840758 215.728
0.0306924 0.000840758 215.725
0.0322251 0.000840758 215.723
0.0338344 0.000840758 215.721
0.035524 0.000840758 215.718
0.0372981 0.000840758 215.715
0.0391607 0.000840758 215.712
0.0411163 0.000840758 215.708
0.0431696 0.000840758 215.704
0.0453255 0.000840758 215.7
0.047589 0.000840758 215.695
0.0499655 0.000840758 215.689
0.0524608 0.000840758 215.683
0.0550806 0.000840758 215.677
0.0578312 0.000840758 215.67
0.0607193 0.000840758 215.662
0.0637515 0.000840758 215.653
0.0669352 0.000840758 215.643
0.0702779 0.000840758 215.633
0.0737875 0.000840758 215.621
0.0774723 0.000840758 215.608
0.0813412 0.000840758 215.594
0.0854033 0.000840758 215.578
0.0896683 0.000840758 215.561
0.0941462 0.000840758 215.542
0.0988478 0.000840758 215.522
0.103784 0.000840758 215.499
0.108967 0.000840758 215.474
0.114409 0.000840758 215.446
0.120122 0.000840758 215.416
0.126121 0.000840758 215.383
0.132419 0.000840758 215.346
0.139032 0.000840758 215.306
0.145975 0.000840758 215.262
0.153265 0.000840758 215.214
0.160919 0.000840758 215.161
0.168955 0.000840758 215.103
0.177392 0.000840758 215.04
0.186251 0.000840758 214.971
0.195552 0.000840758 214.895
0.205318 0.000840758 214.813
0.215571 0.000840758 214.723
0.226337 0.000840758 214.625
0.23764 0.000840758 214.518
0.249507 0.000840758 214.403
0.261967 0.000840758 214.277
0.27505 0.000840758 214.141
0.288785 0.000840758 213.994
0.303207 0.000840758 213.835
0.318349 0.000840758 213.665
0.334247 0.000840758 213.482
0.350939 0.000840758 213.285
0.368464 0.000840758 213.076
0.386865 0.000840758 212.853
0.406185 0.000840758 212.618
0.426469 0.000840758 212.369
0.447766 0.000840758 212.107
0.470127 0.000840758 211.834
0.493605 0.000840758 211.551
0.518255 0.000840758 211.259
0.544136 0.000840758 210.959
0.57131 0.000840758 210.655
0.59984 0.000840758 210.35
0.629796 0.000840758 210.046
0.661247 0.000840758 209.748
0.694269 0.000840758 209.459
0.72894 0.000840758 209.185
0.765342 0.000840758 208.929
0.803563 0.000840758 208.697
0.843692 0.000840758 208.492
0.885825 0.000840758 208.319
0.930062 0.000840758 208.179
0.976508 0.000840758 208.075
1.02527 0.000840758 208.007
1.07647 0.000840758 207.972
1.13023 0.000840758 207.966
1.18668 0.000840758 207.982
1.24594 0.000840758 208.01
1.30816 0.000840758 208.04
1.37349 0.000840758 208.058
1.44208 0.000840758 208.048
1.51409 0.000840758 207.998
1.5897 0.000840758 207.894
1.66909 0.000840758 207.725
1.75244 0.000840758 207.488
1.83996 0.000840758 207.187
1.93184 0.000840758 206.833
2.02832 0.000840758 206.453
2.12961 0.000840758 206.08
2.23596 0.000840758 205.755
2.34762 0.000840758 205.513
2.46486 0.000840758 205.383
2.58795 0.000840758 205.379
2.71719 0.000840758 205.502
2.85289 0.000840758 205.743
2.99535 0.000840758 206.087
3.14494 0.000840758 206.508
3.30199 0.000840758 206.972
3.46689 0.000840758 207.438
3.64003 0.000840758 207.877
3.8218 0.000840758 208.277
4.01266 0.000840758 208.654
4.21305 0.000840758 209.04
4.42344 0.000840758 209.465
4.64435 0.000840758 209.924
4.87628 0.000840758 210.353
5.11979 0.000840758 210.644
5.37547 0.000840758 210.698
5.64392 0.000840758 210.473
5.92577 0.000840758 210.01
6.22169 0.000840758 209.417
6.5324 0.000840758 208.807
6.85862 0.000840758 208.249
7.20113 0.000840758 207.742
7.56075 0.000840758 207.228
7.93832 0.000840758 206.691
8.33475 0.000840758 206.203
8.75098 0.000840758 205.97
9.188 0.000840758 206.251
9.64683 0.000840758 207.09
10.1286 0.000840758 208.176
10.6344 0.000840758 209.056
11.1655 0.000840758 209.366
11.7231 0.000840758 209.131
12.3085 0.000840758 208.665
12.9232 0.000840758 207.811
13.5685 0.000840758 207.174
14.2461 0.000840758 207.015
14.9576 0.000840758 207.204
15.7045 0.000840758 207.601
16.4888 0.000840758 208.189
17.3122 0.000840758 208.247
18.1768 0.000840758 207.92
19.0845 0.000840758 207.684
20.0376 0.000840758 207.446
21.0382 0.000840758 207.468
22.0889 0.000840758 207.721
23.1919 0.000840758 208.087
24.3501 0.000840758 207.964
25.5661 0.000840758 207.632
26.8429 0.000840758 207.517
28.1834 0.000840758 207.711
29.5908 0.000840758 207.79
31.0686 0.000840758 207.863
32.6201 0.000840758 207.703
34.2491 0.000840758 207.714
35.9595 0.000840758 207.534
37.7553 0.000840758 207.823
39.6407 0.000840758 207.767
41.6203 0.000840758 207.479
43.6988 0.000840758 207.897
45.8811 0.000840758 207.687
48.1723 0.000840758 207.75
50.578 0.000840758 207.757
53.1038 0.000840758 207.635
55.7557 0.000840758 207.768
58.5401 0.000840758 207.703
61.4635 0.000840758 207.719
64.533 0.000840758 207.664
67.7557 0.000840758 207.712
71.1393 0.000840758 207.784
74.6919 0.000840758 207.584
78.422 0.000840758 207.705
82.3383 0.000840758 207.688
86.4502 0.000840758 207.707
90.7674 0.000840758 207.762
95.3002 0.000840758 207.805
100 0.000840758 207.762
0.01 0.000877628 215.745
0.0105056 0.000877628 215.745
0.0110303 0.000877628 215.745
0.0115811 0.000877628 215.744
0.0121594 0.000877628 215.744
0.0127667 0.000877628 215.744
0.0134042 0.000877628 215.743
0.0140736 0.000877628 215.743
0.0147764 0.000877628 215.742
0.0155144 0.000877628 215.742
0.0162891 0.000877628 215.741
0.0171026 0.000877628 215.74
0.0179567 0.000877628 215.74
0.0188534 0.000877628 215.739
0.0197949 0.000877628 215.738
0.0207835 0.000877628 215.737
0.0218214 0.000877628 215.736
0.0229111 0.000877628 215.735
0.0240553 0.000877628 215.733
0.0252566 0.000877628 215.732
0.0265178 0.000877628 215.73
0.0278421 0.000877628 215.729
0.0292325 0.000877628 215.727
0.0306924 0.000877628 215.725
0.0322251 0.000877628 215.722
0.0338344 0.000877628 215.72
0.035524 0.000877628 215.717
0.0372981 0.000877628 215.714
0.0391607 0.000877628 215.71
0.0411163 0.000877628 215.706
0.0431696 0.000877628 215.702
0.0453255 0.000877628 215.697
0.047589 0.000877628 215.692
0.0499655 0.000877628 215.687
0.0524608 0.000877628 215.68
0.0550806 0.000877628 215.674
0.0578312 0.000877628 215.666
0.0607193 0.000877628 215.658
0.0637515 0.000877628 215.649
0.0669352 0.000877628 215.639
0.0702779 0.000877628 215.628
