#average flux in [cosZ = 0.90 --  1.00, phi_Az =   0 -- 360]
 Enu(GeV)   NuMu       NuMubar    NuE        NuEbar  (m^2 sec sr GeV)^-1
 1.0000E-01 7.3036E+03 7.4107E+03 3.5651E+03 3.5139E+03
 1.1220E-01 6.6382E+03 6.7322E+03 3.2253E+03 3.1594E+03
 1.2589E-01 5.9888E+03 6.0620E+03 2.8903E+03 2.8052E+03
 1.4125E-01 5.3569E+03 5.4051E+03 2.5644E+03 2.4641E+03
 1.5849E-01 4.7386E+03 4.7618E+03 2.2529E+03 2.1413E+03
 1.7783E-01 4.1376E+03 4.1421E+03 1.9585E+03 1.8426E+03
 1.9953E-01 3.5591E+03 3.5576E+03 1.6845E+03 1.5698E+03
 2.2387E-01 3.0278E+03 3.0148E+03 1.4349E+03 1.3203E+03
 2.5119E-01 2.5420E+03 2.5248E+03 1.2080E+03 1.0972E+03
 2.8184E-01 2.1084E+03 2.0890E+03 1.0036E+03 9.0246E+02
 3.1623E-01 1.7323E+03 1.7089E+03 8.2339E+02 7.3327E+02
 3.5481E-01 1.4070E+03 1.3845E+03 6.6869E+02 5.8803E+02
 3.9811E-01 1.1324E+03 1.1101E+03 5.3708E+02 4.6646E+02
 4.4668E-01 9.0204E+02 8.7983E+02 4.2647E+02 3.6695E+02
 5.0119E-01 7.1180E+02 6.8928E+02 3.3540E+02 2.8519E+02
 5.6234E-01 5.5677E+02 5.3514E+02 2.6120E+02 2.1953E+02
 6.3096E-01 4.3150E+02 4.1293E+02 2.0169E+02 1.6807E+02
 7.0795E-01 3.3163E+02 3.1582E+02 1.5401E+02 1.2689E+02
 7.9433E-01 2.5358E+02 2.3980E+02 1.1641E+02 9.4716E+01
 8.9125E-01 1.9284E+02 1.8056E+02 8.7133E+01 7.0227E+01
 1.0000E+00 1.4543E+02 1.3499E+02 6.4601E+01 5.1603E+01
 1.1220E+00 1.0933E+02 1.0059E+02 4.7484E+01 3.7712E+01
 1.2589E+00 8.2014E+01 7.4571E+01 3.4682E+01 2.7380E+01
 1.4125E+00 6.1106E+01 5.5025E+01 2.5167E+01 1.9763E+01
 1.5849E+00 4.5379E+01 4.0312E+01 1.8125E+01 1.4149E+01
 1.7783E+00 3.3587E+01 2.9458E+01 1.2950E+01 1.0041E+01
 1.9953E+00 2.4655E+01 2.1447E+01 9.1906E+00 7.0917E+00
 2.2387E+00 1.8054E+01 1.5479E+01 6.4905E+00 4.9927E+00
 2.5119E+00 1.3222E+01 1.1145E+01 4.5681E+00 3.4962E+00
 2.8184E+00 9.6339E+00 8.0353E+00 3.1872E+00 2.4253E+00
 3.1623E+00 6.9682E+00 5.7657E+00 2.1954E+00 1.6688E+00
 3.5481E+00 5.0567E+00 4.1300E+00 1.5101E+00 1.1502E+00
