PdfType: error
Format: lhagrid1
---
   9.261360E-010   1.131190E-009   1.381630E-009   1.687530E-009   2.061150E-009   2.517500E-009   3.074880E-009   3.755670E-009   4.587180E-009   5.602800E-009   6.843270E-009   8.358390E-009   1.020900E-008   1.246930E-008   1.523000E-008   1.860190E-008   2.272050E-008   2.775080E-008   3.389490E-008   4.139940E-008   5.056530E-008   6.176060E-008   7.543460E-008   9.213600E-008   1.125350E-007   1.374510E-007   1.678830E-007   2.050520E-007   2.504520E-007   3.059020E-007   3.736300E-007   4.563530E-007   5.573900E-007   6.807980E-007   8.315290E-007   1.015630E-006   1.240500E-006   1.515140E-006   1.850600E-006   2.260330E-006   2.760770E-006   3.372020E-006   4.118590E-006   5.030460E-006   6.144210E-006   7.504560E-006   9.166090E-006   1.119550E-005   1.367420E-005   1.670170E-005   2.039950E-005   2.491600E-005   3.043250E-005   3.717030E-005   4.539990E-005   5.545160E-005   6.772870E-005   8.272410E-005   1.010390E-004   1.234100E-004   1.507330E-004   1.841060E-004   2.248670E-004   2.746540E-004   3.354630E-004   4.097350E-004   5.004510E-004   6.112530E-004   7.465860E-004   9.118820E-004   1.113780E-003   1.360370E-003   1.661560E-003   2.029430E-003   2.478750E-003   3.027550E-003   3.697860E-003   4.516580E-003   5.516560E-003   6.737950E-003   8.229750E-003   1.005180E-002   1.227730E-002   1.499560E-002   1.831560E-002   2.237080E-002   2.732370E-002   3.337330E-002   4.076220E-002   4.978710E-002   6.081010E-002   7.427360E-002   9.071800E-002   1.108030E-001   1.353350E-001   1.446650E-001   1.546380E-001   1.652990E-001   1.766940E-001   1.888760E-001   2.018970E-001   2.158150E-001   2.306930E-001   2.465970E-001   2.635970E-001   2.817690E-001   3.011940E-001   3.219580E-001   3.441540E-001   3.678790E-001   3.932410E-001   4.203500E-001   4.493290E-001   4.803050E-001   5.134170E-001   5.488120E-001   5.611440E-001   5.737530E-001   5.866460E-001   5.998290E-001   6.133070E-001   6.270890E-001   6.411800E-001   6.555880E-001   6.703200E-001   6.853830E-001   7.007840E-001   7.165310E-001   7.326320E-001   7.490950E-001   7.659280E-001   7.831390E-001   8.007370E-001   8.187310E-001   8.248180E-001   8.309500E-001   8.371280E-001   8.433520E-001   8.496230E-001   8.559400E-001   8.623030E-001   8.687150E-001   8.751730E-001   8.816800E-001   8.882350E-001   8.948390E-001   9.014920E-001   9.081950E-001   9.149470E-001   9.217500E-001   9.286030E-001   9.355070E-001   9.424620E-001   9.494700E-001   9.565290E-001   9.636400E-001   9.708050E-001   9.780230E-001   9.852940E-001   9.926200E-001   1.000000E+000
   1.295000E+000   1.298750E+000   1.464610E+000   1.659240E+000   1.890670E+000   2.167490E+000   2.500670E+000   2.904300E+000   3.396640E+000   4.001450E+000   4.750000E+000   5.767150E+000   7.070720E+000   8.758190E+000   1.096570E+001   1.388560E+001   1.779290E+001   2.308550E+001   3.034710E+001   4.044480E+001   5.468640E+001   7.507240E+001   1.047120E+002   1.485170E+002   2.143800E+002   3.152120E+002   4.725370E+002   7.229460E+002   1.129950E+003   1.806160E+003   2.955930E+003   4.958860E+003   8.538140E+003   1.510790E+004   2.751070E+004   5.162750E+004   1.000000E+005
 -5 -4 -3 -2 -1  1  2  3  4  5 21
   0.00000000E+000   0.00000000E+000   2.24487957E+000   2.55164360E+000   2.55093048E+000   2.55093048E+000   2.55164360E+000   2.24487957E+000   0.00000000E+000   0.00000000E+000   1.59300949E-003
   0.00000000E+000   0.00000000E+000   2.24736162E+000   2.55407934E+000   2.55335695E+000   2.55336621E+000   2.55407934E+000   2.24736162E+000   0.00000000E+000   0.00000000E+000   1.02867778E-001
   0.00000000E+000   1.55277814E-001   2.38917156E+000   2.69393514E+000   2.69320349E+000   2.69320349E+000   2.69394440E+000   2.38917156E+000   1.55277814E-001   0.00000000E+000   5.00908991E+000
   0.00000000E+000   4.02256058E-001   2.62247448E+000   2.92538578E+000   2.92463561E+000   2.92463561E+000   2.92538578E+000   2.62247448E+000   4.02256058E-001   0.00000000E+000   1.24456934E+001
   0.00000000E+000   7.64427098E-001   2.97151662E+000   3.27265900E+000   3.27188104E+000   3.27189031E+000   3.27265900E+000   2.97151662E+000   7.64427098E-001   0.00000000E+000   2.33483516E+001
   0.00000000E+000   1.26895450E+000   3.46340597E+000   3.76284426E+000   3.76205705E+000   3.76205705E+000   3.76284426E+000   3.46340597E+000   1.26895450E+000   0.00000000E+000   3.87927808E+001
   0.00000000E+000   1.94702497E+000   4.12926997E+000   4.42705974E+000   4.42625400E+000   4.42625400E+000   4.42706900E+000   4.12926997E+000   1.94702497E+000   0.00000000E+000   6.00446384E+001
   0.00000000E+000   2.83417991E+000   5.00462593E+000   5.30081349E+000   5.29999849E+000   5.29999849E+000   5.30082275E+000   5.00462593E+000   2.83417991E+000   0.00000000E+000   8.85764806E+001
   0.00000000E+000   3.97076179E+000   6.12976078E+000   6.42441094E+000   6.42356816E+000   6.42357742E+000   6.42442020E+000   6.12976078E+000   3.97076179E+000   0.00000000E+000   1.26085081E+002
   0.00000000E+000   5.40235504E+000   7.55024039E+000   7.84339022E+000   7.84252891E+000   7.84253817E+000   7.84339948E+000   7.55024039E+000   5.40235504E+000   0.00000000E+000   1.74509954E+002
   0.00000000E+000   7.18029536E+000   9.31739123E+000   9.60903145E+000   9.60819793E+000   9.60819793E+000   9.60903145E+000   9.31739123E+000   7.18029536E+000   0.00000000E+000   2.36052618E+002
   2.42023416E+000   9.55179625E+000   1.16775562E+001   1.19677146E+001   1.19667885E+001   1.19667885E+001   1.19677146E+001   1.16775562E+001   9.55179625E+000   2.42023416E+000   3.15154819E+002
   5.38822220E+000   1.24719031E+001   1.45866420E+001   1.48753186E+001   1.48743925E+001   1.48743925E+001   1.48753186E+001   1.45866420E+001   1.24719031E+001   5.38822220E+000   4.14930229E+002
   9.00080090E+000   1.60376193E+001   1.81413372E+001   1.84286246E+001   1.84276984E+001   1.84276984E+001   1.84286246E+001   1.81413372E+001   1.60376193E+001   9.00080090E+000   5.39350118E+002
   1.33676618E+001   2.03583216E+001   2.24513889E+001   2.27371945E+001   2.27362683E+001   2.27362683E+001   2.27371945E+001   2.24513889E+001   2.03583216E+001   1.33676618E+001   6.92914580E+002
   1.86124626E+001   2.55578343E+001   2.76404363E+001   2.79247601E+001   2.79238339E+001   2.79238339E+001   2.79247601E+001   2.76404363E+001   2.55578343E+001   1.86124626E+001   8.80699768E+002
   2.48747164E+001   3.17754483E+001   3.38476776E+001   3.41306122E+001   3.41295934E+001   3.41295934E+001   3.41306122E+001   3.38476776E+001   3.17754483E+001   2.48747164E+001   1.10839956E+003
   3.23104771E+001   3.91673102E+001   4.12292594E+001   4.15108973E+001   4.15098786E+001   4.15098786E+001   4.15108973E+001   4.12292594E+001   3.91673102E+001   3.23104771E+001   1.38235985E+003
   4.10947844E+001   4.79082744E+001   4.99602213E+001   5.02403774E+001   5.02393587E+001   5.02393587E+001   5.02403774E+001   4.99602213E+001   4.79082744E+001   4.10947844E+001   1.70965632E+003
   5.14224974E+001   5.81932925E+001   6.02353298E+001   6.05141893E+001   6.05131706E+001   6.05131706E+001   6.05141893E+001   6.02353298E+001   5.81932925E+001   5.14224974E+001   2.09811480E+003
   6.35107023E+001   7.02394508E+001   7.22715784E+001   7.25491414E+001   7.25481227E+001   7.25481227E+001   7.25491414E+001   7.22715784E+001   7.02394508E+001   6.35107023E+001   2.55636689E+003
   7.76003798E+001   8.42875447E+001   8.63099479E+001   8.65862143E+001   8.65851029E+001   8.65851955E+001   8.65862143E+001   8.63099479E+001   8.42875447E+001   7.76003798E+001   3.09390549E+003
   9.39583495E+001   1.00604301E+002   1.02616795E+002   1.02891857E+002   1.02890931E+002   1.02890931E+002   1.02891857E+002   1.02616795E+002   1.00604301E+002   9.39583495E+001   3.72112183E+003
