545
0 7 1.31519517E+02
0  14 0 0 0 0 0.00000000E+00 0.00000000E+00 1.42804763E+00 1.42804763E+00 0.00000000E+00 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
0  1000060120 0 0 0 0 -0.00000000E+00 -0.00000000E+00 8.43769499E-15 1.11748643E+01 1.11748643E+01 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
0  5915 0 0 0 0 5.67864505E-02 5.40037591E-02 1.36214514E+00 1.42757854E+00 4.20000000E-01 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
0  1000060120 0 0 0 0 -5.67864505E-02 -5.40037591E-02 6.59024903E-02 1.11753334E+01 1.11748643E+01 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
0  5910 0 0 0 0 8.86807682E-02 -1.14478497E-01 1.72319070E-01 2.25085465E-01 6.96937998E-09 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
1  11 0 0 0 0 -2.79516046E-02 7.76403617E-02 5.15232892E-01 5.21799303E-01 5.10998950E-04 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
1  -11 0 0 0 0 -3.94271316E-03 9.08418947E-02 6.74593174E-01 6.80693768E-01 5.10998950E-04 1.41618125E+02 -4.35611171E+02 1.58237517E+02 0.00000000E+00
1 7 1.57057647E+01
0  14 0 0 0 0 0.00000000E+00 0.00000000E+00 9.70830412E-01 9.70830412E-01 0.00000000E+00 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
0  2212 0 0 0 0 -0.00000000E+00 -0.00000000E+00 0.00000000E+00 9.38272088E-01 9.38272088E-01 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
0  5915 0 0 0 0 -1.13623328E-02 1.22864617E-02 8.68814784E-01 9.65152417E-01 4.20000000E-01 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
0  2212 0 0 0 0 1.13623328E-02 -1.22864617E-02 1.02015628E-01 9.43950083E-01 9.38272088E-01 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
0  5910 0 0 0 0 1.26150494E-01 -6.83249989E-02 8.94011695E-02 1.69040888E-01 NAN 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
1  11 0 0 0 0 -1.09161215E-01 5.66319073E-02 6.47263008E-01 6.58842172E-01 5.10998950E-04 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
1  -11 0 0 0 0 -2.83516113E-02 2.39795534E-02 1.32150606E-01 1.37269358E-01 5.10998950E-04 4.35663488E+02 1.78891374E+02 -2.18278228E+02 0.00000000E+00
2 7 7.60681976E+00
0  14 0 0 0 0 0.00000000E+00 0.00000000E+00 2.91424089E+00 2.91424089E+00 0.00000000E+00 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
0  2212 0 0 0 0 -0.00000000E+00 -0.00000000E+00 -2.22044605E-16 9.38272088E-01 9.38272088E-01 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
0  5915 0 0 0 0 -8.32890190E-02 -1.58494635E-01 2.85952412E+00 2.89574443E+00 4.20000000E-01 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
0  2212 0 0 0 0 8.32890190E-02 1.58494635E-01 5.47167651E-02 9.56768543E-01 9.38272088E-01 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
0  5910 0 0 0 0 -1.18596193E-01 4.52661993E-02 2.76106898E-01 3.03889956E-01 7.45058060E-09 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
1  11 0 0 0 0 1.05318278E-02 -4.06433765E-02 6.82617571E-01 6.83907752E-01 5.10998950E-04 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
1  -11 0 0 0 0 2.47753464E-02 -1.63117458E-01 1.90079965E+00 1.90794672E+00 5.10998950E-04 -3.83927100E+01 4.18031091E+02 -3.91685918E+02 0.00000000E+00
3 7 1.96623762E+01
0  14 0 0 0 0 0.00000000E+00 0.00000000E+00 5.53932678E+00 5.53932678E+00 0.00000000E+00 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
0  1000060120 0 0 0 0 -0.00000000E+00 -0.00000000E+00 2.66453526E-15 1.11748643E+01 1.11748643E+01 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
0  5915 0 0 0 0 -4.11468317E-03 5.98230302E-03 5.52336274E+00 5.53931301E+00 4.20000000E-01 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
0  1000060120 0 0 0 0 4.11468317E-03 -5.98230302E-03 1.59640365E-02 1.11748780E+01 1.11748643E+01 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
0  5910 0 0 0 0 -1.39803676E-01 9.49938977E-02 1.10342749E+00 1.11629796E+00 NAN -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
1  11 0 0 0 0 8.45940602E-03 -8.91073914E-03 5.93364187E-01 5.93491603E-01 5.10998950E-04 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
1  -11 0 0 0 0 1.27229586E-01 -8.01008555E-02 3.82657107E+00 3.82952346E+00 5.10998950E-04 -9.18438590E+01 -1.59404985E+02 -1.01279725E+02 0.00000000E+00
4 7 2.21718340E-10
0  14 0 0 0 0 0.00000000E+00 0.00000000E+00 1.27542607E+00 1.27542607E+00 0.00000000E+00 2.51394811E+02 4.24499297E+02 9.33869389E+01 0.00000000E+00
0  1000060120 0 0 0 0 -0.00000000E+00 -0.00000000E+00 -3.10862447E-15 1.11748643E+01 1.11748643E+01 2.51394811E+02 4.24499297E+02 9.33869389E+01 0.00000000E+00
