dm2    sintheta    -2ln(L)
45.8811 0.00146888 356.957
48.1723 0.00146888 356.667
50.578 0.00146888 356.942
53.1038 0.00146888 356.536
55.7557 0.00146888 357.096
58.5401 0.00146888 356.814
61.4635 0.00146888 356.854
64.533 0.00146888 356.564
67.7557 0.00146888 356.705
71.1393 0.00146888 357.075
74.6919 0.00146888 356.572
78.422 0.00146888 356.631
82.3383 0.00146888 356.645
86.4502 0.00146888 356.897
90.7674 0.00146888 356.788
95.3002 0.00146888 357.036
100 0.00146888 357.001
0.01 0.00153329 373.399
0.0105056 0.00153329 373.399
0.0110303 0.00153329 373.398
0.0115811 0.00153329 373.397
0.0121594 0.00153329 373.396
0.0127667 0.00153329 373.395
0.0134042 0.00153329 373.394
0.0140736 0.00153329 373.393
0.0147764 0.00153329 373.392
0.0155144 0.00153329 373.39
0.0162891 0.00153329 373.389
0.0171026 0.00153329 373.387
0.0179567 0.00153329 373.385
0.0188534 0.00153329 373.383
0.0197949 0.00153329 373.38
0.0207835 0.00153329 373.378
0.0218214 0.00153329 373.375
0.0229111 0.00153329 373.372
0.0240553 0.00153329 373.368
0.0252566 0.00153329 373.365
0.0265178 0.00153329 373.36
0.0278421 0.00153329 373.356
0.0292325 0.00153329 373.351
0.0306924 0.00153329 373.345
0.0322251 0.00153329 373.339
0.0338344 0.00153329 373.332
0.035524 0.00153329 373.324
0.0372981 0.00153329 373.316
0.0391607 0.00153329 373.307
0.0411163 0.00153329 373.297
0.0431696 0.00153329 373.285
0.0453255 0.00153329 373.273
0.047589 0.00153329 373.26
0.0499655 0.00153329 373.245
0.0524608 0.00153329 373.228
0.0550806 0.00153329 373.21
0.0578312 0.00153329 373.19
0.0607193 0.00153329 373.168
0.0637515 0.00153329 373.144
0.0669352 0.00153329 373.118
0.0702779 0.00153329 373.088
0.0737875 0.00153329 373.056
0.0774723 0.00153329 373.021
0.0813412 0.00153329 372.982
0.0854033 0.00153329 372.939
0.0896683 0.00153329 372.892
0.0941462 0.00153329 372.84
0.0988478 0.00153329 372.783
0.103784 0.00153329 372.72
0.108967 0.00153329 372.652
0.114409 0.00153329 372.576
0.120122 0.00153329 372.493
0.126121 0.00153329 372.402
0.132419 0.00153329 372.303
0.139032 0.00153329 372.193
0.145975 0.00153329 372.074
0.153265 0.00153329 371.943
0.160919 0.00153329 371.799
0.168955 0.00153329 371.643
0.177392 0.00153329 371.472
0.186251 0.00153329 371.285
0.195552 0.00153329 371.082
0.205318 0.00153329 370.861
0.215571 0.00153329 370.621
0.226337 0.00153329 370.36
0.23764 0.00153329 370.078
0.249507 0.00153329 369.773
0.261967 0.00153329 369.443
0.27505 0.00153329 369.089
0.288785 0.00153329 368.708
0.303207 0.00153329 368.3
0.318349 0.00153329 367.865
0.334247 0.00153329 367.403
0.350939 0.00153329 366.913
0.368464 0.00153329 366.396
0.386865 0.00153329 365.854
0.406185 0.00153329 365.289
0.426469 0.00153329 364.703
0.447766 0.00153329 364.101
0.470127 0.00153329 363.486
0.493605 0.00153329 362.866
0.518255 0.00153329 362.247
0.544136 0.00153329 361.638
0.57131 0.00153329 361.049
0.59984 0.00153329 360.491
0.629796 0.00153329 359.975
0.661247 0.00153329 359.515
0.694269 0.00153329 359.124
0.72894 0.00153329 358.815
0.765342 0.00153329 358.602
0.803563 0.00153329 358.496
0.843692 0.00153329 358.505
0.885825 0.00153329 358.636
0.930062 0.00153329 358.889
0.976508 0.00153329 359.262
1.02527 0.00153329 359.744
1.07647 0.00153329 360.319
1.13023 0.00153329 360.964
1.18668 0.00153329 361.649
1.24594 0.00153329 362.34
1.30816 0.00153329 362.998
1.37349 0.00153329 363.579
1.44208 0.00153329 364.041
1.51409 0.00153329 364.344
1.5897 0.00153329 364.45
1.66909 0.00153329 364.326
1.75244 0.00153329 363.952
1.83996 0.00153329 363.316
1.93184 0.00153329 362.426
2.02832 0.00153329 361.317
2.12961 0.00153329 360.052
2.23596 0.00153329 358.73
2.34762 0.00153329 357.461
2.46486 0.00153329 356.355
2.58795 0.00153329 355.492
2.71719 0.00153329 354.922
2.85289 0.00153329 354.654
2.99535 0.00153329 354.662
3.14494 0.00153329 354.875
3.30199 0.00153329 355.196
3.46689 0.00153329 355.537
3.64003 0.00153329 355.877
3.8218 0.00153329 356.28
4.01266 0.00153329 356.88
4.21305 0.00153329 357.811
4.42344 0.00153329 359.126
4.64435 0.00153329 360.732
4.87628 0.00153329 362.365
5.11979 0.00153329 363.663
5.37547 0.00153329 364.293
5.64392 0.00153329 364.072
5.92577 0.00153329 363.081
6.22169 0.00153329 361.715
6.5324 0.00153329 360.531
6.85862 0.00153329 359.866
7.20113 0.00153329 359.523
7.56075 0.00153329 358.905
7.93832 0.00153329 357.675
8.33475 0.00153329 356.034
8.75098 0.00153329 354.696
9.188 0.00153329 354.622
9.64683 0.00153329 356.12
10.1286 0.00153329 358.232
10.6344 0.00153329 359.736
11.1655 0.00153329 359.786
11.7231 0.00153329 358.657
12.3085 0.00153329 358.128
12.9232 0.00153329 357.438
13.5685 0.00153329 356.648
14.2461 0.00153329 356.17
14.9576 0.00153329 355.961
15.7045 0.00153329 356.527
16.4888 0.00153329 357.504
17.3122 0.00153329 357.664
18.1768 0.00153329 356.779
19.0845 0.00153329 356.238
20.0376 0.00153329 356.3
21.0382 0.00153329 356.307
22.0889 0.00153329 356.458
23.1919 0.00153329 356.991
24.3501 0.00153329 356.83
25.5661 0.00153329 356.71
26.8429 0.00153329 356.125
28.1834 0.00153329 356.482
29.5908 0.00153329 356.563
31.0686 0.00153329 356.594
32.6201 0.00153329 356.66
34.2491 0.00153329 356.366
35.9595 0.00153329 356.171
37.7553 0.00153329 356.582
39.6407 0.00153329 356.899
41.6203 0.00153329 356.055
43.6988 0.00153329 356.706
45.8811 0.00153329 356.63
48.1723 0.00153329 356.308
50.578 0.00153329 356.593
53.1038 0.00153329 356.177
55.7557 0.00153329 356.76
58.5401 0.00153329 356.471
61.4635 0.00153329 356.505
64.533 0.00153329 356.199
67.7557 0.00153329 356.35
71.1393 0.00153329 356.73
74.6919 0.00153329 356.223
78.422 0.00153329 356.264
82.3383 0.00153329 356.288
86.4502 0.00153329 356.555
90.7674 0.00153329 356.439
95.3002 0.00153329 356.691
100 0.00153329 356.655
0.01 0.00160053 373.399
0.0105056 0.00160053 373.398
0.0110303 0.00160053 373.398
0.0115811 0.00160053 373.397
0.0121594 0.00160053 373.396
0.0127667 0.00160053 373.395
0.0134042 0.00160053 373.394
0.0140736 0.00160053 373.392
0.0147764 0.00160053 373.391
0.0155144 0.00160053 373.39
0.0162891 0.00160053 373.388
0.0171026 0.00160053 373.386
0.0179567 0.00160053 373.384
0.0188534 0.00160053 373.382
0.0197949 0.00160053 373.379
0.0207835 0.00160053 373.377
0.0218214 0.00160053 373.374
0.0229111 0.00160053 373.37
0.0240553 0.00160053 373.367
0.0252566 0.00160053 373.363
0.0265178 0.00160053 373.358
0.0278421 0.00160053 373.353
0.0292325 0.00160053 373.348
0.0306924 0.00160053 373.342
0.0322251 0.00160053 373.336
0.0338344 0.00160053 373.329
0.035524 0.00160053 373.321
0.0372981 0.00160053 373.312
0.0391607 0.00160053 373.302
0.0411163 0.00160053 373.292
0.0431696 0.00160053 373.28
0.0453255 0.00160053 373.267
0.047589 0.00160053 373.253
0.0499655 0.00160053 373.238
0.0524608 0.00160053 373.221
0.0550806 0.00160053 373.202
0.0578312 0.00160053 373.181
0.0607193 0.00160053 373.158
0.0637515 0.00160053 373.133
0.0669352 0.00160053 373.105
0.0702779 0.00160053 373.075
0.0737875 0.00160053 373.041
0.0774723 0.00160053 373.004
0.0813412 0.00160053 372.963
0.0854033 0.00160053 372.919
0.0896683 0.00160053 372.869
0.0941462 0.00160053 372.815
0.0988478 0.00160053 372.756
0.103784 0.00160053 372.69
0.108967 0.00160053 372.619
0.114409 0.00160053 372.54
0.120122 0.00160053 372.453
0.126121 0.00160053 372.359
0.132419 0.00160053 372.255
0.139032 0.00160053 372.141
0.145975 0.00160053 372.016
0.153265 0.00160053 371.879
0.160919 0.00160053 371.73
0.168955 0.00160053 371.567
0.177392 0.00160053 371.389
0.186251 0.00160053 371.195
0.195552 0.00160053 370.983
0.205318 0.00160053 370.753
0.215571 0.00160053 370.503
0.226337 0.00160053 370.231
0.23764 0.00160053 369.938
0.249507 0.00160053 369.62
0.261967 0.00160053 369.278
0.27505 0.00160053 368.909
0.288785 0.00160053 368.514
0.303207 0.00160053 368.09
0.318349 0.00160053 367.639
0.334247 0.00160053 367.16
0.350939 0.00160053 366.652
0.368464 0.00160053 366.117
0.386865 0.00160053 365.557
0.406185 0.00160053 364.973
0.426469 0.00160053 364.369
0.447766 0.00160053 363.749
0.470127 0.00160053 363.118
0.493605 0.00160053 362.483
0.518255 0.00160053 361.85
0.544136 0.00160053 361.23
0.57131 0.00160053 360.633
0.59984 0.00160053 360.069
0.629796 0.00160053 359.553
0.661247 0.00160053 359.098
0.694269 0.00160053 358.718
0.72894 0.00160053 358.426
0.765342 0.00160053 358.236
0.803563 0.00160053 358.161
0.843692 0.00160053 358.208
0.885825 0.00160053 358.384
0.930062 0.00160053 358.69
0.976508 0.00160053 359.122
1.02527 0.00160053 359.668
1.07647 0.00160053 360.312
1.13023 0.00160053 361.029
1.18668 0.00160053 361.788
1.24594 0.00160053 362.552
1.30816 0.00160053 363.279
1.37349 0.00160053 363.925
1.44208 0.00160053 364.445
1.51409 0.00160053 364.795
1.5897 0.00160053 364.935
1.66909 0.00160053 364.831
1.75244 0.00160053 364.457
1.83996 0.00160053 363.8
1.93184 0.00160053 362.867
2.02832 0.00160053 361.691
2.12961 0.00160053 360.342
2.23596 0.00160053 358.923
2.34762 0.00160053 357.555
2.46486 0.00160053 356.356
2.58795 0.00160053 355.413
2.71719 0.00160053 354.778
2.85289 0.00160053 354.462
2.99535 0.00160053 354.434
3.14494 0.00160053 354.62
3.30199 0.00160053 354.918
3.46689 0.00160053 355.238
3.64003 0.00160053 355.557
3.8218 0.00160053 355.947
4.01266 0.00160053 356.551
4.21305 0.00160053 357.508
4.42344 0.00160053 358.872
4.64435 0.00160053 360.538
4.87628 0.00160053 362.229
5.11979 0.00160053 363.566
5.37547 0.00160053 364.206
5.64392 0.00160053 363.964
5.92577 0.00160053 362.936
6.22169 0.00160053 361.549
6.5324 0.00160053 360.383
6.85862 0.00160053 359.773
7.20113 0.00160053 359.485
7.56075 0.00160053 358.883
7.93832 0.00160053 357.608
8.33475 0.00160053 355.875
8.75098 0.00160053 354.439
9.188 0.00160053 354.304
9.64683 0.00160053 355.791
10.1286 0.00160053 357.926
10.6344 0.00160053 359.449
11.1655 0.00160053 359.485
11.7231 0.00160053 358.337
12.3085 0.00160053 357.855
12.9232 0.00160053 357.219
13.5685 0.00160053 356.42
14.2461 0.00160053 355.894
14.9576 0.00160053 355.621
15.7045 0.00160053 356.172
16.4888 0.00160053 357.186
17.3122 0.00160053 357.366
18.1768 0.00160053 356.454
19.0845 0.00160053 355.894
20.0376 0.00160053 355.969
21.0382 0.00160053 355.976
22.0889 0.00160053 356.122
23.1919 0.00160053 356.662
24.3501 0.00160053 356.489
25.5661 0.00160053 356.393
26.8429 0.00160053 355.777
28.1834 0.00160053 356.148
29.5908 0.00160053 356.226
31.0686 0.00160053 356.244
32.6201 0.00160053 356.341
34.2491 0.00160053 356.017
35.9595 0.00160053 355.832
37.7553 0.00160053 356.24
39.6407 0.00160053 356.576
41.6203 0.00160053 355.714
43.6988 0.00160053 356.36
45.8811 0.00160053 356.315
48.1723 0.00160053 355.958
50.578 0.00160053 356.254
53.1038 0.00160053 355.828
55.7557 0.00160053 356.434
58.5401 0.00160053 356.14
61.4635 0.00160053 356.167
64.533 0.00160053 355.843
67.7557 0.00160053 356.005
71.1393 0.00160053 356.395
74.6919 0.00160053 355.883
78.422 0.00160053 355.906
82.3383 0.00160053 355.94
86.4502 0.00160053 356.222
90.7674 0.00160053 356.099
95.3002 0.00160053 356.355
100 0.00160053 356.318
0.01 0.00167072 373.399
0.0105056 0.00167072 373.398
0.0110303 0.00167072 373.397
0.0115811 0.00167072 373.396
0.0121594 0.00167072 373.395
0.0127667 0.00167072 373.394
0.0134042 0.00167072 373.393
0.0140736 0.00167072 373.392
0.0147764 0.00167072 373.39
0.0155144 0.00167072 373.389
0.0162891 0.00167072 373.387
0.0171026 0.00167072 373.385
0.0179567 0.00167072 373.383
0.0188534 0.00167072 373.381
0.0197949 0.00167072 373.378
0.0207835 0.00167072 373.375
0.0218214 0.00167072 373.372
0.0229111 0.00167072 373.369
0.0240553 0.00167072 373.365
0.0252566 0.00167072 373.361
0.0265178 0.00167072 373.356
0.0278421 0.00167072 373.351
0.0292325 0.00167072 373.346
0.0306924 0.00167072 373.339
0.0322251 0.00167072 373.333
0.0338344 0.00167072 373.325
0.035524 0.00167072 373.317
0.0372981 0.00167072 373.308
0.0391607 0.00167072 373.298
0.0411163 0.00167072 373.287
0.0431696 0.00167072 373.275
0.0453255 0.00167072 373.261
0.047589 0.00167072 373.247
0.0499655 0.00167072 373.23
0.0524608 0.00167072 373.212
0.0550806 0.00167072 373.193
0.0578312 0.00167072 373.171
0.0607193 0.00167072 373.147
0.0637515 0.00167072 373.121
0.0669352 0.00167072 373.092
0.0702779 0.00167072 373.06
0.0737875 0.00167072 373.025
0.0774723 0.00167072 372.986
0.0813412 0.00167072 372.944
0.0854033 0.00167072 372.897
0.0896683 0.00167072 372.846
0.0941462 0.00167072 372.789
0.0988478 0.00167072 372.727
0.103784 0.00167072 372.659
0.108967 0.00167072 372.584
0.114409 0.00167072 372.502
0.120122 0.00167072 372.412
0.126121 0.00167072 372.313
0.132419 0.00167072 372.205
0.139032 0.00167072 372.086
0.145975 0.00167072 371.956
0.153265 0.00167072 371.814
0.160919 0.00167072 371.658
0.168955 0.00167072 371.488
0.177392 0.00167072 371.302
0.186251 0.00167072 371.1
0.195552 0.00167072 370.88
0.205318 0.00167072 370.64
0.215571 0.00167072 370.379
0.226337 0.00167072 370.097
0.23764 0.00167072 369.792
0.249507 0.00167072 369.461
0.261967 0.00167072 369.105
0.27505 0.00167072 368.722
0.288785 0.00167072 368.312
0.303207 0.00167072 367.873
0.318349 0.00167072 367.404
0.334247 0.00167072 366.907
0.350939 0.00167072 366.382
0.368464 0.00167072 365.829
0.386865 0.00167072 365.25
0.406185 0.00167072 364.647
0.426469 0.00167072 364.025
0.447766 0.00167072 363.387
0.470127 0.00167072 362.74
0.493605 0.00167072 362.089
0.518255 0.00167072 361.443
0.544136 0.00167072 360.813
0.57131 0.00167072 360.208
0.59984 0.00167072 359.642
0.629796 0.00167072 359.127
0.661247 0.00167072 358.679
0.694269 0.00167072 358.312
0.72894 0.00167072 358.04
0.765342 0.00167072 357.877
0.803563 0.00167072 357.836
0.843692 0.00167072 357.925
0.885825 0.00167072 358.151
0.930062 0.00167072 358.514
0.976508 0.00167072 359.01
1.02527 0.00167072 359.626
1.07647 0.00167072 360.345
1.13023 0.00167072 361.139
1.18668 0.00167072 361.976
1.24594 0.00167072 362.817
1.30816 0.00167072 363.618
1.37349 0.00167072 364.333
1.44208 0.00167072 364.914
1.51409 0.00167072 365.315
1.5897 0.00167072 365.492
1.66909 0.00167072 365.408
1.75244 0.00167072 365.035
1.83996 0.00167072 364.356
1.93184 0.00167072 363.375
2.02832 0.00167072 362.129
2.12961 0.00167072 360.689
2.23596 0.00167072 359.167
2.34762 0.00167072 357.693
2.46486 0.00167072 356.395
2.58795 0.00167072 355.367
2.71719 0.00167072 354.664
2.85289 0.00167072 354.297
2.99535 0.00167072 354.231
3.14494 0.00167072 354.388
3.30199 0.00167072 354.661
3.46689 0.00167072 354.957
3.64003 0.00167072 355.253
3.8218 0.00167072 355.629
4.01266 0.00167072 356.236
4.21305 0.00167072 357.221
4.42344 0.00167072 358.634
4.64435 0.00167072 360.363
4.87628 0.00167072 362.113
5.11979 0.00167072 363.491
5.37547 0.00167072 364.14
5.64392 0.00167072 363.874
5.92577 0.00167072 362.808
6.22169 0.00167072 361.401
6.5324 0.00167072 360.258
6.85862 0.00167072 359.707
7.20113 0.00167072 359.478
7.56075 0.00167072 358.892
7.93832 0.00167072 357.57
8.33475 0.00167072 355.741
8.75098 0.00167072 354.205
9.188 0.00167072 354.005
9.64683 0.00167072 355.477
10.1286 0.00167072 357.633
10.6344 0.00167072 359.174
11.1655 0.00167072 359.194
11.7231 0.00167072 358.026
12.3085 0.00167072 357.595
12.9232 0.00167072 357.018
13.5685 0.00167072 356.212
14.2461 0.00167072 355.633
14.9576 0.00167072 355.293
15.7045 0.00167072 355.828
16.4888 0.00167072 356.881
17.3122 0.00167072 357.083
18.1768 0.00167072 356.143
19.0845 0.00167072 355.561
20.0376 0.00167072 355.65
21.0382 0.00167072 355.657
22.0889 0.00167072 355.798
23.1919 0.00167072 356.345
24.3501 0.00167072 356.158
25.5661 0.00167072 356.089
26.8429 0.00167072 355.44
28.1834 0.00167072 355.827
29.5908 0.00167072 355.9
31.0686 0.00167072 355.906
32.6201 0.00167072 356.035
34.2491 0.00167072 355.678
35.9595 0.00167072 355.506
37.7553 0.00167072 355.909
39.6407 0.00167072 356.265
41.6203 0.00167072 355.385
43.6988 0.00167072 356.025
45.8811 0.00167072 356.013
48.1723 0.00167072 355.619
50.578 0.00167072 355.927
53.1038 0.00167072 355.49
55.7557 0.00167072 356.121
58.5401 0.00167072 355.82
61.4635 0.00167072 355.84
64.533 0.00167072 355.498
67.7557 0.00167072 355.67
71.1393 0.00167072 356.072
74.6919 0.00167072 355.556
78.422 0.00167072 355.558
82.3383 0.00167072 355.604
86.4502 0.00167072 355.903
90.7674 0.00167072 355.771
95.3002 0.00167072 356.031
100 0.00167072 355.993
0.01 0.00174399 373.398
0.0105056 0.00174399 373.398
0.0110303 0.00174399 373.397
0.0115811 0.00174399 373.396
0.0121594 0.00174399 373.395
0.0127667 0.00174399 373.394
0.0134042 0.00174399 373.393
0.0140736 0.00174399 373.391
0.0147764 0.00174399 373.39
0.0155144 0.00174399 373.388
0.0162891 0.00174399 373.386
0.0171026 0.00174399 373.384
0.0179567 0.00174399 373.382
0.0188534 0.00174399 373.38
0.0197949 0.00174399 373.377
0.0207835 0.00174399 373.374
0.0218214 0.00174399 373.371
0.0229111 0.00174399 373.367
0.0240553 0.00174399 373.363
0.0252566 0.00174399 373.359
0.0265178 0.00174399 373.354
0.0278421 0.00174399 373.349
0.0292325 0.00174399 373.343
0.0306924 0.00174399 373.337
0.0322251 0.00174399 373.329
0.0338344 0.00174399 373.322
0.035524 0.00174399 373.313
0.0372981 0.00174399 373.304
0.0391607 0.00174399 373.293
0.0411163 0.00174399 373.282
0.0431696 0.00174399 373.269
0.0453255 0.00174399 373.255
0.047589 0.00174399 373.24
0.0499655 0.00174399 373.223
0.0524608 0.00174399 373.204
0.0550806 0.00174399 373.183
0.0578312 0.00174399 373.161
0.0607193 0.00174399 373.136
0.0637515 0.00174399 373.108
0.0669352 0.00174399 373.078
0.0702779 0.00174399 373.045
0.0737875 0.00174399 373.008
0.0774723 0.00174399 372.968
0.0813412 0.00174399 372.924
0.0854033 0.00174399 372.875
0.0896683 0.00174399 372.822
0.0941462 0.00174399 372.763
0.0988478 0.00174399 372.698
0.103784 0.00174399 372.627
0.108967 0.00174399 372.549
0.114409 0.00174399 372.463
0.120122 0.00174399 372.369
0.126121 0.00174399 372.266
0.132419 0.00174399 372.153
0.139032 0.00174399 372.029
0.145975 0.00174399 371.893
0.153265 0.00174399 371.745
0.160919 0.00174399 371.583
0.168955 0.00174399 371.406
0.177392 0.00174399 371.212
0.186251 0.00174399 371.001
0.195552 0.00174399 370.772
0.205318 0.00174399 370.522
0.215571 0.00174399 370.251
0.226337 0.00174399 369.957
0.23764 0.00174399 369.64
0.249507 0.00174399 369.296
0.261967 0.00174399 368.926
0.27505 0.00174399 368.529
0.288785 0.00174399 368.102
0.303207 0.00174399 367.646
0.318349 0.00174399 367.161
0.334247 0.00174399 366.646
0.350939 0.00174399 366.102
0.368464 0.00174399 365.53
0.386865 0.00174399 364.932
0.406185 0.00174399 364.311
0.426469 0.00174399 363.67
0.447766 0.00174399 363.015
0.470127 0.00174399 362.351
0.493605 0.00174399 361.685
0.518255 0.00174399 361.027
0.544136 0.00174399 360.387
0.57131 0.00174399 359.777
0.59984 0.00174399 359.209
0.629796 0.00174399 358.698
0.661247 0.00174399 358.259
0.694269 0.00174399 357.907
0.72894 0.00174399 357.658
0.765342 0.00174399 357.526
0.803563 0.00174399 357.523
0.843692 0.00174399 357.659
0.885825 0.00174399 357.94
0.930062 0.00174399 358.366
0.976508 0.00174399 358.931
1.02527 0.00174399 359.622
1.07647 0.00174399 360.42
1.13023 0.00174399 361.296
1.18668 0.00174399 362.217
1.24594 0.00174399 363.14
1.30816 0.00174399 364.02
1.37349 0.00174399 364.808
1.44208 0.00174399 365.454
1.51409 0.00174399 365.908
1.5897 0.00174399 366.124
1.66909 0.00174399 366.062
1.75244 0.00174399 365.689
1.83996 0.00174399 364.987
1.93184 0.00174399 363.956
2.02832 0.00174399 362.634
2.12961 0.00174399 361.097
2.23596 0.00174399 359.465
2.34762 0.00174399 357.879
2.46486 0.00174399 356.476
2.58795 0.00174399 355.359
2.71719 0.00174399 354.584
2.85289 0.00174399 354.162
2.99535 0.00174399 354.057
3.14494 0.00174399 354.184
3.30199 0.00174399 354.43
3.46689 0.00174399 354.699
3.64003 0.00174399 354.969
3.8218 0.00174399 355.328
4.01266 0.00174399 355.937
4.21305 0.00174399 356.949
4.42344 0.00174399 358.415
4.64435 0.00174399 360.209
4.87628 0.00174399 362.02
5.11979 0.00174399 363.439
5.37547 0.00174399 364.096
5.64392 0.00174399 363.806
5.92577 0.00174399 362.7
6.22169 0.00174399 361.273
6.5324 0.00174399 360.158
6.85862 0.00174399 359.672
7.20113 0.00174399 359.505
7.56075 0.00174399 358.935
7.93832 0.00174399 357.564
8.33475 0.00174399 355.635
8.75098 0.00174399 353.995
9.188 0.00174399 353.727
9.64683 0.00174399 355.182
10.1286 0.00174399 357.355
10.6344 0.00174399 358.913
11.1655 0.00174399 358.915
11.7231 0.00174399 357.727
12.3085 0.00174399 357.35
12.9232 0.00174399 356.838
13.5685 0.00174399 356.025
14.2461 0.00174399 355.391
14.9576 0.00174399 354.98
15.7045 0.00174399 355.498
16.4888 0.00174399 356.592
17.3122 0.00174399 356.816
18.1768 0.00174399 355.847
19.0845 0.00174399 355.242
20.0376 0.00174399 355.346
21.0382 0.00174399 355.352
22.0889 0.00174399 355.488
23.1919 0.00174399 356.043
24.3501 0.00174399 355.841
25.5661 0.00174399 355.8
26.8429 0.00174399 355.117
28.1834 0.00174399 355.519
29.5908 0.00174399 355.589
31.0686 0.00174399 355.58
32.6201 0.00174399 355.744
34.2491 0.00174399 355.352
35.9595 0.00174399 355.195
37.7553 0.00174399 355.592
39.6407 0.00174399 355.968
41.6203 0.00174399 355.071
43.6988 0.00174399 355.703
45.8811 0.00174399 355.727
48.1723 0.00174399 355.293
50.578 0.00174399 355.613
53.1038 0.00174399 355.166
55.7557 0.00174399 355.822
58.5401 0.00174399 355.515
61.4635 0.00174399 355.527
64.533 0.00174399 355.165
67.7557 0.00174399 355.349
71.1393 0.00174399 355.763
74.6919 0.00174399 355.244
78.422 0.00174399 355.223
82.3383 0.00174399 355.281
86.4502 0.00174399 355.597
90.7674 0.00174399 355.457
95.3002 0.00174399 355.72
100 0.00174399 355.682
0.01 0.00182047 373.398
0.0105056 0.00182047 373.397
0.0110303 0.00182047 373.396
0.0115811 0.00182047 373.396
0.0121594 0.00182047 373.394
0.0127667 0.00182047 373.393
0.0134042 0.00182047 373.392
0.0140736 0.00182047 373.391
0.0147764 0.00182047 373.389
0.0155144 0.00182047 373.387
0.0162891 0.00182047 373.385
0.0171026 0.00182047 373.383
0.0179567 0.00182047 373.381
0.0188534 0.00182047 373.379
0.0197949 0.00182047 373.376
0.0207835 0.00182047 373.373
0.0218214 0.00182047 373.369
0.0229111 0.00182047 373.365
0.0240553 0.00182047 373.361
0.0252566 0.00182047 373.357
0.0265178 0.00182047 373.352
0.0278421 0.00182047 373.346
0.0292325 0.00182047 373.34
0.0306924 0.00182047 373.333
0.0322251 0.00182047 373.326
0.0338344 0.00182047 373.318
0.035524 0.00182047 373.309
0.0372981 0.00182047 373.299
0.0391607 0.00182047 373.288
0.0411163 0.00182047 373.276
0.0431696 0.00182047 373.263
0.0453255 0.00182047 373.248
0.047589 0.00182047 373.232
0.0499655 0.00182047 373.215
0.0524608 0.00182047 373.195
0.0550806 0.00182047 373.174
0.0578312 0.00182047 373.15
0.0607193 0.00182047 373.124
0.0637515 0.00182047 373.095
0.0669352 0.00182047 373.064
0.0702779 0.00182047 373.029
0.0737875 0.00182047 372.991
0.0774723 0.00182047 372.949
0.0813412 0.00182047 372.903
0.0854033 0.00182047 372.852
0.0896683 0.00182047 372.796
0.0941462 0.00182047 372.735
0.0988478 0.00182047 372.667
0.103784 0.00182047 372.593
0.108967 0.00182047 372.512
0.114409 0.00182047 372.422
0.120122 0.00182047 372.324
0.126121 0.00182047 372.217
0.132419 0.00182047 372.099
0.139032 0.00182047 371.969
0.145975 0.00182047 371.828
0.153265 0.00182047 371.673
0.160919 0.00182047 371.504
0.168955 0.00182047 371.32
0.177392 0.00182047 371.118
0.186251 0.00182047 370.899
0.195552 0.00182047 370.66
0.205318 0.00182047 370.4
0.215571 0.00182047 370.118
0.226337 0.00182047 369.812
0.23764 0.00182047 369.482
0.249507 0.00182047 369.125
0.261967 0.00182047 368.74
0.27505 0.00182047 368.327
0.288785 0.00182047 367.885
0.303207 0.00182047 367.412
0.318349 0.00182047 366.909
0.334247 0.00182047 366.376
0.350939 0.00182047 365.813
0.368464 0.00182047 365.222
0.386865 0.00182047 364.604
0.406185 0.00182047 363.964
0.426469 0.00182047 363.305
0.447766 0.00182047 362.632
0.470127 0.00182047 361.952
0.493605 0.00182047 361.272
0.518255 0.00182047 360.602
0.544136 0.00182047 359.954
0.57131 0.00182047 359.339
0.59984 0.00182047 358.771
0.629796 0.00182047 358.265
0.661247 0.00182047 357.838
0.694269 0.00182047 357.505
0.72894 0.00182047 357.282
0.765342 0.00182047 357.185
0.803563 0.00182047 357.225
0.843692 0.00182047 357.413
0.885825 0.00182047 357.753
0.930062 0.00182047 358.247
0.976508 0.00182047 358.887
1.02527 0.00182047 359.659
1.07647 0.00182047 360.542
1.13023 0.00182047 361.507
1.18668 0.00182047 362.516
1.24594 0.00182047 363.527
1.30816 0.00182047 364.49
1.37349 0.00182047 365.355
1.44208 0.00182047 366.069
1.51409 0.00182047 366.58
1.5897 0.00182047 366.838
1.66909 0.00182047 366.798
1.75244 0.00182047 366.426
1.83996 0.00182047 365.698
1.93184 0.00182047 364.615
2.02832 0.00182047 363.212
2.12961 0.00182047 361.572
2.23596 0.00182047 359.823
2.34762 0.00182047 358.117
2.46486 0.00182047 356.603
2.58795 0.00182047 355.391
2.71719 0.00182047 354.541
2.85289 0.00182047 354.062
2.99535 0.00182047 353.915
3.14494 0.00182047 354.009
3.30199 0.00182047 354.226
3.46689 0.00182047 354.465
3.64003 0.00182047 354.708
3.8218 0.00182047 355.047
4.01266 0.00182047 355.657
4.21305 0.00182047 356.698
4.42344 0.00182047 358.218
4.64435 0.00182047 360.08
4.87628 0.00182047 361.954
5.11979 0.00182047 363.413
5.37547 0.00182047 364.078
5.64392 0.00182047 363.76
5.92577 0.00182047 362.613
6.22169 0.00182047 361.169
6.5324 0.00182047 360.087
6.85862 0.00182047 359.671
7.20113 0.00182047 359.568
7.56075 0.00182047 359.014
7.93832 0.00182047 357.591
8.33475 0.00182047 355.559
8.75098 0.00182047 353.812
9.188 0.00182047 353.474
9.64683 0.00182047 354.908
