# MicroBooNE BNB flux
# Elo: Lower bin edge in GeV
# Ehi: Upper bin edge in GeV
# numu flux    (numu/cm^2/proton-on-target/50 MeV)
# numubar flux (numubar/cm^2/proton-on-target/50 MeV)
# nue flux     (nue/cm^2/proton-on-target/50 MeV)
# nuebar flux  (nuebar/cm^2/proton-on-target/50 MeV)
# Elo   Ehi       numu      numub        nue       nueb
3.25	3.3	1.77138e-13	1.15925e-15	4.91174e-15	6.03079e-16
3.3	3.35	1.70195e-13	8.51011e-16	4.53649e-15	6.1648e-16
3.35	3.4	1.66255e-13	9.9843e-16	4.02052e-15	4.95865e-16
3.4	3.45	1.61444e-13	1.13915e-15	3.93341e-15	5.56172e-16
3.45	3.5	1.51902e-13	5.82976e-16	3.53136e-15	4.48959e-16
3.5	3.55	1.49892e-13	1.25306e-15	3.069e-15	3.8195e-16
3.55	3.6	1.43948e-13	4.15454e-16	2.86797e-15	3.14941e-16
3.6	3.65	1.35043e-13	4.69061e-16	2.94838e-15	3.95352e-16
3.65	3.7	1.3582e-13	6.23181e-16	2.41231e-15	2.74736e-16
3.7	3.75	1.25105e-13	6.49985e-16	2.77416e-15	3.61847e-16
3.75	3.8	1.22753e-13	6.1648e-16	2.03707e-15	3.28343e-16
3.8	3.85	1.17486e-13	1.74223e-16	1.81594e-15	1.80924e-16
3.85	3.9	1.1289e-13	4.89164e-16	1.72212e-15	2.41231e-16
3.9	3.95	1.08226e-13	2.54633e-16	1.46749e-15	2.74736e-16
3.95	4	1.03267e-13	2.07727e-16	1.46749e-15	2.2783e-16
4	4.05	9.73503e-14	1.60821e-16	1.23296e-15	1.40718e-16
4.05	4.1	9.13932e-14	4.69061e-17	1.14585e-15	1.20616e-16
4.1	4.15	8.9584e-14	1.20616e-16	1.12575e-15	1.40718e-16
4.15	4.2	8.61062e-14	4.82463e-16	1.09894e-15	1.27317e-16
4.2	4.25	8.05981e-14	1.34017e-16	9.71627e-16	1.07214e-16
4.25	4.3	7.89765e-14	7.37096e-17	8.10806e-16	8.71114e-17
4.3	4.35	7.2222e-14	4.69061e-17	7.84002e-16	8.04105e-17
4.35	4.4	6.74577e-14	8.71114e-17	7.77301e-16	8.04105e-17
4.4	4.45	6.8034e-14	8.04105e-17	9.04618e-16	5.3607e-17
4.45	4.5	6.36985e-14	4.02052e-17	5.22668e-16	4.69061e-17
4.5	4.55	5.85388e-14	4.02052e-17	4.82463e-16	4.02052e-17
4.55	4.6	5.62672e-14	2.01026e-17	5.22668e-16	7.37096e-17
4.6	4.65	5.31513e-14	1.34017e-17	4.22155e-16	3.35044e-17
4.65	4.7	5.05514e-14	2.68035e-17	3.41745e-16	5.3607e-17
4.7	4.75	4.97205e-14	0	2.34531e-16	4.69061e-17
4.75	4.8	4.58742e-14	4.22155e-16	3.01539e-16	4.02052e-17
4.8	4.85	4.1981e-14	1.34017e-17	2.21129e-16	2.01026e-17
4.85	4.9	3.95553e-14	6.70087e-18	2.61334e-16	4.02052e-17
4.9	4.95	3.73574e-14	0	2.81437e-16	2.68035e-17
4.95	5	3.47105e-14	6.70087e-18	1.27317e-16	0
5	5.05	3.30554e-14	0	1.87624e-16	4.69061e-17
5.05	5.1	3.21106e-14	6.70087e-18	2.07727e-16	6.70087e-18
5.1	5.15	2.98658e-14	6.70087e-18	1.07214e-16	3.35044e-17
5.15	5.2	2.76009e-14	0	6.03079e-17	1.34017e-17
5.2	5.25	2.54834e-14	0	8.04105e-17	1.34017e-17
5.25	5.3	2.46927e-14	1.34017e-17	5.3607e-17	3.35044e-17
5.3	5.35	2.37211e-14	0	3.35044e-17	6.70087e-18
5.35	5.4	2.11949e-14	0	4.69061e-17	1.34017e-17
5.4	5.45	2.01763e-14	6.70087e-18	4.69061e-17	1.34017e-17
5.45	5.5	1.91444e-14	0	4.69061e-17	2.68035e-17
5.5	5.55	1.67053e-14	6.70087e-18	4.69061e-17	0
5.55	5.6	1.67589e-14	0	4.02052e-17	6.70087e-18
5.6	5.65	1.52311e-14	0	2.01026e-17	6.70087e-18
5.65	5.7	1.36832e-14	0	6.70087e-18	6.70087e-18
5.7	5.75	1.33548e-14	0	2.01026e-17	6.70087e-18
5.75	5.8	1.18538e-14	6.70087e-18	1.34017e-17	0
5.8	5.85	1.09894e-14	0	2.68035e-17	0
5.85	5.9	9.62915e-15	0	2.68035e-17	0
5.9	5.95	8.4029e-15	0	2.01026e-17	0
5.95	6	7.72611e-15	0	1.34017e-17	0
6	6.05	6.8818e-15	0	0	0
6.05	6.1	6.53335e-15	0	0	0
6.1	6.15	5.68904e-15	0	6.70087e-18	0
6.15	6.2	4.99885e-15	0	0	0
6.2	6.25	4.32206e-15	0	0	0
6.25	6.3	3.39064e-15	0	0	0
6.3	6.35	3.55146e-15	0	0	0
6.35	6.4	2.3118e-15	0	0	0
6.4	6.45	2.01026e-15	0	0	0
6.45	6.5	1.73553e-15	0	0	0
6.5	6.55	1.36698e-15	0	0	0
6.55	6.6	1.03193e-15	0	0	0
6.6	6.65	6.70087e-16	0	0	0
6.65	6.7	3.95352e-16	0	0	0
6.7	6.75	2.07727e-16	0	0	0
6.75	6.8	1.07214e-16	0	0	0
6.8	6.85	1.34017e-17	0	0	0
6.85	6.9	1.34017e-17	0	0	0
6.9	6.95	1.34017e-17	0	0	0
6.95	7	1.34017e-17	0	0	0
7	7.05	6.70087e-18	0	0	0
7.05	7.1	0	0	0	0
7.1	7.15	0	0	0	0
7.15	7.2	0	0	0	0
7.2	7.25	0	0	0	0
7.25	7.3	0	0	0	0
7.3	7.35	0	0	0	0
7.35	7.4	0	0	0	0
7.4	7.45	0	0	0	0
7.45	7.5	0	0	0	0
7.5	7.55	0	0	0	0
7.55	7.6	0	0	0	0
7.6	7.65	0	0	0	0
7.65	7.7	0	0	0	0
7.7	7.75	0	0	0	0
7.75	7.8	0	0	0	0
7.8	7.85	0	0	0	0
7.85	7.9	0	0	0	0
7.9	7.95	0	0	0	0
7.95	8	0	0	0	0
8	8.05	0	0	0	0
8.05	8.1	0	0	0	0
8.1	8.15	0	0	0	0
8.15	8.2	0	0	0	0
8.2	8.25	0	0	0	0
8.25	8.3	0	0	0	0
8.3	8.35	0	0	0	0
8.35	8.4	0	0	0	0
8.4	8.45	0	0	0	0
8.45	8.5	0	0	0	0
8.5	8.55	0	0	0	0
8.55	8.6	0	0	0	0
8.6	8.65	0	0	0	0
